title,author,date,headline,image,url
Moroccan Judiciary Members Donate to COVID-19 Management Efforts,Taha Mebtoul,"Mar 18, 2020","The CSPJ's contribution reflects standards of solidarity and national responsibility, following the vision of King Mohammed VI.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/poultry-farm-1544654_1280-681x453.jpg,https://www.moroccoworldnews.com/2020/03/296599/moroccan-judiciary-members-donate-to-covid-19-management-efforts/
"COVID-19: Suspects Charged with Inciting Violence, Disregard for Safety Measures",Morocco World News,"Mar 18, 2020",The suspects called for disruptive public action to free prisoners and to protest the temporary closure of Morocco’s mosques.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/CSPJ-Deputy-President-Mustapha-Fares.jpg,https://www.moroccoworldnews.com/2020/03/296600/covid-19-suspects-charged-with-inciting-violence-disregard-for-safety-measures/
Morocco Continues Crackdown on Coronavirus Fake News,Safaa Kasraoui,"Mar 18, 2020",Morocco’s government has been warning people against fake news and asking citizens to be vigilant in the face of false claims that could create public panic.,https://www.moroccoworldnews.com/wp-content/uploads/2020/02/Police-Arrest-2-Minors-for-Raping-Filming-Underage-Girl-in-Essaouira-681x347.jpg,https://www.moroccoworldnews.com/2020/03/296591/morocco-continues-crackdown-on-coronavirus-fake-news/
Morocco Calls on Citizens to Restrict Movement Amid Coronavirus Proliferation,Safaa Kasraoui,"Mar 18, 2020","Local security services have taken to the streets, urging families to keep their children safe at home against infections.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Continues-Crackdown-on-Coronavirus-Fake-News.jpg,https://www.moroccoworldnews.com/2020/03/296593/morocco-calls-on-citizens-to-restrict-movement-amid-coronavirus-proliferation/
Coronavirus: Morocco’s Ministry of Economy Creates Donation Bank Account,Safaa Kasraoui,"Mar 18, 2020",Anyone can contribute to the special fund to help manage the spread of the virus and its impacts in Morocco.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Calls-on-Citizens-to-Restrict-Movement-Amid-Coronavirus-Proliferation-681x403.jpg,https://www.moroccoworldnews.com/2020/03/296587/coronavirus-moroccos-ministry-of-economy-creates-donation-bank-account/
COVID-19: Morocco’s National Library to Offer Online Services,Taha Mebtoul,"Mar 18, 2020",The institution will also adopt a work system that doesn’t require employees’ physical presence in the library.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Coronavirus-Morocco’s-Ministry-of-Economy-Creates-Donation-Bank-Account-681x397.jpg,https://www.moroccoworldnews.com/2020/03/296581/covid-19-moroccos-national-library-to-offer-online-services/
Local Authorities Campaign Against Spread of Novel Coronavirus,Safaa Kasraoui,"Mar 18, 2020","Morocco has not instituted a nationwide quarantine, but authorities urge citizens to stay home as much as possible to avoid proliferating infections.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/National-Library-of-Morocco.jpg,https://www.moroccoworldnews.com/2020/03/296573/local-authorities-campaign-against-spread-of-novel-coronavirus/
Banque Populaire Injects MAD 1 Billion to Morocco’s COVID-19 Action Fund,Safaa Kasraoui,"Mar 18, 2020","The bank joined a number of institutions to help provide funding to address health, economic, and social consequences of the novel coronavirus pandemic.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Local-Authorities-Campaign-Against-Spread-of-Novel-Coronavirus.jpg,https://www.moroccoworldnews.com/2020/03/296570/banque-populaire-injects-mad-1-billion-to-moroccos-covid-19-action-fund/
Coronavirus Cases in Morocco Jump to 49,Safaa Kasraoui,"Mar 18, 2020","Approximately 187 people tested negative for the novel coronavirus in Morocco, according to health authorities.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Minister-Moroccan-Man-with-Coronavirus-Made-Contact-with-104-People-on-Plane-681x411.jpg,https://www.moroccoworldnews.com/2020/03/296562/coronavirus-cases-in-morocco-jump-to-49/
"COVID-19: Hamdallah to Financially Support 1,000 Moroccan Families ",Hamza Guessous,"Mar 17, 2020",Moroccan celebrities launched financial support initiatives for vulnerable families impacted by the spread of Coronavirus in Morocco. ,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Hamdallah-to-Financially-Support-1000-Moroccan-Families--681x370.jpg,https://www.moroccoworldnews.com/2020/03/296552/covid-19-hamdallah-to-financially-support-1000-moroccan-families/
Moroccan Government Members Donate Salaries to COVID-19 Fund,Morgan Hekking,"Mar 17, 2020",The King’s fund has grossed more than $1 billion in donations in two days.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-Government-Undergoes-Coronavirus-Testing-681x454.jpeg,https://www.moroccoworldnews.com/2020/03/296549/moroccan-government-members-donate-salaries-to-covid-19-fund/
CAF Postpones 2020 African Nations Championship,Yahia Hatim,"Mar 17, 2020",Morocco is the title-holder of the competition.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/CAF-Postpones-2020-African-Nations-Championship-681x383.jpg,https://www.moroccoworldnews.com/2020/03/296544/caf-postpones-2020-african-nations-championship/
King Mohammed VI Oversees Developments in COVID-19 Action Plan,Hamza Guessous,"Mar 17, 2020","The King advised officials to prepare to enter a new phase of the COVID-19 outbreak, if necessary. ",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/King-Mohammed-VI-Oversees-Developments-in-COVID-19-Action-Plan-681x446.jpg,https://www.moroccoworldnews.com/2020/03/296537/king-mohammed-vi-oversees-developments-in-covid-19-action-plan/
"Morocco Confirms 6 New COVID-19 Cases, Bringing Total to 44",Yahia Hatim,"Mar 17, 2020","Morocco has recorded 44 cases of the virus, including two deaths and one full recovery.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Will-Not-Repatriate-Nationals-From-Italy-681x414.jpg,https://www.moroccoworldnews.com/2020/03/296535/morocco-confirms-6-new-covid-19-cases-bringing-total-to-44/
Casablanca Authorities Seize Over 200 Kilograms of Rotten Meat,Yahia Hatim,"Mar 17, 2020",Local authorities around the country are making efforts to improve their quality control and clamp down on dishonest merchants.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Casablanca-Authorities-Seize-Over-200-Kilograms-of-Rotten-Meat-681x341.jpg,https://www.moroccoworldnews.com/2020/03/296526/casablanca-authorities-seize-over-200-kilograms-of-rotten-meat/
Facebook Pledges $100 Million for Businesses Impacted by COVID-19,Morocco World News,"Mar 17, 2020","30,000 small business owners can benefit from over $3,000.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/sheryl-sandberg-681x383.jpg,https://www.moroccoworldnews.com/2020/03/296521/facebook-pledges-100-million-for-businesses-impacted-by-covid-19/
"Morocco Should Declare State of Emergency, Moroccans Should Show Patriotism",Samir Bennis,"Mar 17, 2020","After several responsible steps, the Moroccan government must declare a two-week state of emergency to contain the novel coronavirus (COVID-19) outbreak.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Should-Declare-State-of-Emergency-Moroccans-Should-Show-Patriotism-681x453.jpg,https://www.moroccoworldnews.com/2020/03/296520/morocco-should-declare-state-of-emergency-moroccans-should-show-patriotism/
"Moroccan Police Denounce Fake COVID-19 Rumors, Videos on Social Media",Yahia Hatim,"Mar 17, 2020","In recent weeks, social media saw a surge of false rumors and videos about COVID-19.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-Police-Denounce-Fake-COVID-19-Rumors-Videos-on-Social-Media-681x430.jpg,https://www.moroccoworldnews.com/2020/03/296511/moroccan-police-denounce-fake-covid-19-rumors-videos-on-social-media/
"Injections into Morocco’s COVID-19 Fund, Billionaires’ Aid Surpasses MAD 10 billion",Hamza Guessous,"Mar 17, 2020",The fund is intended to preserve employment and support the national economy.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Injections-into-Moroccos-COVID-19-Fund-Billionaires’-Aid-Surpasses-MAD-10-billion-681x353.jpg,https://www.moroccoworldnews.com/2020/03/296499/injections-into-moroccos-covid-19-fund-billionaires-aid-surpasses-mad-10-billion/
Morocco Should Repatriate its Citizens Stuck Abroad,Nada Chtinna,"Mar 17, 2020",Moroccan officials have yet to address the desperate circumstances of Moroccan tourists stuck abroad as tourist budgets dry up and borders close.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-tourists-stranded-in-France-talking-to-member-of-the-Moroccan-embassy-in-Paris-681x511.jpg,https://www.moroccoworldnews.com/2020/03/296478/morocco-should-repatriate-its-citizens-traveling-abroad/
COVID-19: Morocco Predicts Slowdown in Economic Growth in 2020,Morgan Hekking,"Mar 17, 2020",Bank Al-Maghrib expects the Moroccan economy to bounce back in 2021.,https://www.moroccoworldnews.com/wp-content/uploads/2020/02/Moroccos-Net-International-Reserves-Estimated-at-MAD-243.9-Billion-681x365.jpg,https://www.moroccoworldnews.com/2020/03/296500/covid-19-morocco-predicts-slowdown-in-economic-growth-in-2020/
"COVID-19: National Council of Physicians Calls on Private, Retired Doctors",Hamza Guessous,"Mar 17, 2020",The council of physicians advised citizens not to go outside and to avoid direct contact with others.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-National-Council-of-Physicians-Calls-on-Private-Retired-Doctors-681x322.jpg,https://www.moroccoworldnews.com/2020/03/296494/covid-19-national-council-of-physicians-calls-on-private-retired-doctors/
Morocco Sentences Journalist Omar Radi to 4 Month Suspended Sentence,Safaa Kasraoui,"Mar 17, 2020","Moroccan police arrested the journalist, who was on provisional release, on December 26 for a tweet condemning the sentences of Hirak Rif activists.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Sentences-Journalist-Omar-Radi-to-4-Month-Suspended-Sentence.jpg,https://www.moroccoworldnews.com/2020/03/296489/morocco-sentences-journalist-omar-radi-to-4-month-suspended-sentence/
OCP Group Injects $310 Million to Special Fund to Face COVID-19,Morocco World News,"Mar 17, 2020",King Mohammed VI ordered the government to create a $103.5 million solidarity fund on March 16.,https://www.moroccoworldnews.com/wp-content/uploads/2019/12/OCP-to-Build-4th-Wastewater-Purification-Facility-in-Safi-681x360.jpg,https://www.moroccoworldnews.com/2020/03/296486/ocp-group-injects-310-million-to-special-fund-to-face-covid-19/
Morocco Arrests Man For Threatening Authorities For Closing Mosques,Safaa Kasraoui,"Mar 17, 2020","“If there is a pandemic, authorities should rather shut down bars, clubs and where people with AIDS are active because those are the places where a spread of the virus can occur,” said Abou Naim.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Arrests-Man-For-Threatening-Authorities-For-Closing-Mosques-681x378.jpg,https://www.moroccoworldnews.com/2020/03/296482/morocco-arrests-man-for-threatening-authorities-for-closing-mosques/
Coronavirus: Prosecutor’s Office Orders Strict Measures Against Fake News,Safaa Kasraoui,"Mar 17, 2020",A court sentenced a man to two months in prison for falsely claiming two people died in northern Morocco due to the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Prosecutor’s-Office-Orders-Strict-Measures-Against-Fake-News.png,https://www.moroccoworldnews.com/2020/03/296473/coronavirus-prosecutors-office-orders-strict-measures-against-fake-news/
Morocco’s Economy Ministry Unveils Fixed Hand Sanitizer Prices,Morgan Hekking,"Mar 17, 2020",Fixed retail and wholesale prices for hand sanitizers are effective for the next six months.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/hand-sanitizer-681x454.jpg,https://www.moroccoworldnews.com/2020/03/296465/moroccos-economy-ministry-unveils-fixed-hand-sanitizer-prices/
"COVID-19: Morocco Adopts Measures to Support Businesses, Tourism Industry",Morocco World News,"Mar 17, 2020",A cross-sectoral committee held its first meeting in Rabat to address economic and social impacts as the novel coronavirus continues to spread.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Morocco-Adopts-Measures-to-Support-Businesses-Tourism-Industry-681x378.jpg,https://www.moroccoworldnews.com/2020/03/296471/covid-19-morocco-adopts-measures-to-support-businesses-tourism-industry/
Chinese Billionaire to Donate Test Kits and Supplies to Fight COVID-19,Nicole Ronchetti,"Mar 17, 2020",Billionaire Jack Ma will donate critical supplies to Morocco and other African countries as the continent prepares for a potential outbreak.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Chinese-billionaire-Jack-Ma.jpg,https://www.moroccoworldnews.com/2020/03/296461/chinese-billionaire-to-donate-test-kits-and-supplies-to-fight-covid-19/
First Human Trial for COVID-19 Vaccine Underway,Morocco World News,"Mar 17, 2020",Jennifer Haller is the first of 45 human participants to test a potential vaccine for the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Title-First-Human-Trial-for-COVID-19-Vaccine-Underway-681x454.jpg,https://www.moroccoworldnews.com/2020/03/296462/first-human-trial-for-covid-19-vaccine-underway/
Coronavirus: Pharmacies Will Remain Open Throughout Morocco,Safaa Kasraoui,"Mar 17, 2020","The union said there will be no change in pharmacy schedules, reassuring citizens that they will continue to serve citizens across Morocco during normal hours throughout the coming period.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Coronavirus-Pharmacies-Will-Remain-Open-Throughout-Morocco-681x511.jpg,https://www.moroccoworldnews.com/2020/03/296458/coronavirus-pharmacies-will-remain-open-throughout-morocco/
Moroccan Film ‘Monsters’ Wins Best Movie at South African International Film...,Taha Mebtoul,"Mar 17, 2020",Multiple festivals have recognized the film with awards since its 2018 release.,https://www.moroccoworldnews.com/wp-content/uploads/2020/02/Moroccan-Movie-Monsters-Wins-Several-Awards-in-International-Festivals.png,https://www.moroccoworldnews.com/2020/03/296452/moroccan-film-monsters-wins-best-movie-at-south-african-international-film-festival/
Coronavirus: Moroccan Minister Responds to Macron’s Condescending Tweet,Safaa Kasraoui,"Mar 17, 2020",Last week Moroccan citizens created a hashtag asking Macron to apologize for issuing orders to Moroccan authorities.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Coronavirus-Moroccan-Minister-Responds-to-Macron’s-Condescending-Tweet-681x434.jpeg,https://www.moroccoworldnews.com/2020/03/296454/coronavirus-moroccan-minister-responds-to-macrons-condescending-tweet/
ONCF Reduces Trains to Casablanca Mohammed V International Airport,Taha Mebtoul,"Mar 17, 2020",The announcement follows the Moroccan government’s decision to postpone all international flights to and from the country.,https://www.moroccoworldnews.com/wp-content/uploads/2018/10/articlesprincipalesoncf_1_0-681x341.jpg,https://www.moroccoworldnews.com/2020/03/296450/oncf-reduces-trains-to-casablanca-mohammed-v-international-airport/
Microsoft Launches COVID-19 Tracker,Morocco World News,"Mar 17, 2020",Microsoft search engine Bing has released an interactive map that tracks novel coronavirus cases by country.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Microsoft-launches-Coronavirus-tracker-681x352.jpg,https://www.moroccoworldnews.com/2020/03/296441/microsoft-launches-covid-19-tracker/
COVID-19: Morocco’s Banks Group Order Limit on Client Numbers,Safaa Kasraoui,"Mar 17, 2020",Morocco’s Ministry of Interior announced similar restrictions for public transport to limit the spread of the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Morocco’s-Banks-Group-Order-Limit-on-Client-Numbers.png,https://www.moroccoworldnews.com/2020/03/296438/covid-19-moroccos-banks-group-order-limit-on-client-numbers/
Morocco Confirms Second Coronavirus-Related Death,Safaa Kasraoui,"Mar 17, 2020","Health authorities also confirmed a new case this morning, bringing the total number of patients diagnosed with the virus to 38.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Health-Ministry-Morocco-Tested-Over-35000-Travelers-for-COVID-19.jpg,https://www.moroccoworldnews.com/2020/03/296434/morocco-confirms-second-coronavirus-related-death/
Morocco’s COVID-19 Economic Monitoring Committee Creates Action Plan,Morocco World News,"Mar 16, 2020",The plan will suspend the payment of social security contributions.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/New-Committee-to-Mitigate-COVID-19-Outbreak-Damage-on-Moroccan-Economy-681x347.jpg,https://www.moroccoworldnews.com/2020/03/296432/moroccos-covid-19-economic-monitoring-committee-creates-action-plan/
Two Saudis Test Positive for COVID-19 After Returning From Morocco,Morocco World News,"Mar 16, 2020",The new 15 cases in Saudi Arabia bring the total number of patients diagnosed with the novel coronavirus to 118.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/saudi-arabia-681x451.jpg,https://www.moroccoworldnews.com/2020/03/296424/two-saudis-test-positive-for-covid-19-after-returning-from-morocco/
"Morocco Confirms 9 Additional Coronavirus Cases, Bringing Total to 37",Morocco World News,"Mar 16, 2020","Morocco’s Ministry of Health announced nine new diagnoses of the novel coronavirus (COVID-19) today, March 16, bringing the total number of cases in the country to 37.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Confirms-3rd-Case-of-Coronavirus.jpg,https://www.moroccoworldnews.com/2020/03/296421/morocco-confirms-9-additional-coronavirus-cases-bringing-total-to-37/
Dior Maker Produces Free Hand Sanitizers for French Hospitals,Morocco World News,"Mar 16, 2020",The makers of Dior and Givenchy started producing free hydroalcoholic gel today to offset shortages in France due to the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Dior-Maker-Produces-Free-Hand-Sanitizers-for-French-Hospitals-681x383.jpg,https://www.moroccoworldnews.com/2020/03/296418/dior-maker-produces-free-hand-sanitizers-for-french-hospitals/
Coronavirus: Death Toll Jumps to 297 in Spain,Safaa Kasraoui,"Mar 16, 2020",Italy and Spain are the EU states that have suffered the biggest virus outbreaks.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Coronavirus-Death-Toll-Jumps-to-297-in-Spain-681x383.jpg,https://www.moroccoworldnews.com/2020/03/296413/coronavirus-death-toll-jumps-to-297-in-spain/
Moroccan Tourism Group Suggests Cheap Credit to Weather COVID-19 Impact,Safaa Kasraoui,"Mar 16, 2020","The tourism sector, one of the pillars of Morocco’s economy, will be directly impacted as Morocco suspended international flights to prevent the spread of the virus.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-Tourism-Group-Suggests-Cheap-Credit-to-Weather-COVID-19-Impact.jpg,https://www.moroccoworldnews.com/2020/03/296410/moroccan-tourism-group-suggests-cheap-credit-to-weather-covid-19-impact/
Morocco Allows Tourists to Repatriate to Europe After Closing Flights,Hamza Guessous,"Mar 16, 2020",Morocco has authorized nearly 100 special flights to repatriate thousands of tourists.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-Allows-Tourists-to-Repatriate-to-Europe-After-Closing-Flights-681x366.jpg,https://www.moroccoworldnews.com/2020/03/296407/morocco-allows-tourists-to-repatriate-to-europe-after-closing-flights/
Morocco’s Justice Ministry Suspends Court Hearings With Exceptions,Morocco World News,"Mar 16, 2020","Courts across Morocco will remain open for cases involving accused persons in detention, summary proceedings, or investigations.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco’s-Justice-Ministry-Suspends-Court-Hearings-With-Exceptions-681x341.jpg,https://www.moroccoworldnews.com/2020/03/296404/moroccos-justice-ministry-suspends-court-hearings-with-exceptions/
"Moroccan Embassy, Consulate in Turkey Establish COVID-19 Support Unit",Morocco World News,"Mar 16, 2020",Moroccan embassies around the world are boosting their capacities to serve the Moroccan diaspora as the COVID-19 pandemic evolves.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/ankara-turkey-681x383.jpg,https://www.moroccoworldnews.com/2020/03/296401/moroccan-embassy-consulate-in-turkey-establish-covid-19-support-unit/
"Trump, Germany in Row Over ‘Exclusive Rights’ to COVID-19 Vaccine Research",Morgan Hekking,"Mar 16, 2020",The vaccine company in question has denied reports of Trump's courtship.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/US-President-Donald-Trump-681x426.jpg,https://www.moroccoworldnews.com/2020/03/296396/trump-germany-in-row-over-exclusive-rights-to-covid-19-vaccine-research/
CAF: Rabat to Host African Confederation Cup Final,Hamza Guessous,"Mar 16, 2020",The CAF decided to play the Champions League and the Confederation Cup in one leg rather than two.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/WAC-to-Appeal-CAF’s-Disciplinary-Board-Decision-Without-FRMF‘s-Support-681x281.jpg,https://www.moroccoworldnews.com/2020/03/296383/caf-rabat-to-host-african-confederation-cup-final/
COVID-19: PortNet Launches Online Services for Import/Export,Hamza Guessous,"Mar 16, 2020",PortNet has implemented special digital measures to protect importers and exporters from contracting the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-PortNet-Launches-Online-Services-for-ImportExport-681x454.jpg,https://www.moroccoworldnews.com/2020/03/296386/covid-19-portnet-launches-online-services-for-import-export/
Ministries Issue COVID-19 Hygiene Rules for Private Sector in Morocco,Taha Mebtoul,"Mar 16, 2020",Moroccan authorities previously banned all public gatherings of more than 50 people as a preventive measure against COVID-19.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Hygien-at-workplace-681x418.jpg,https://www.moroccoworldnews.com/2020/03/296373/ministries-issue-covid-19-hygiene-rules-for-private-sector-in-morocco/
Public Transport in Morocco to Be Available Under Strict Conditions,Safaa Kasraoui,"Mar 16, 2020",Morocco launched disinfection operations to clean public transport and public spaces amid the spread of the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Public-Transport-in-Morocco-to-Be-Available-Under-Strict-Conditions-681x454.jpg,https://www.moroccoworldnews.com/2020/03/296374/public-transport-in-morocco-to-be-available-under-strict-conditions/
"Coronavirus: Morocco to Disinfect Public Spaces, Transport",Safaa Kasraoui,"Mar 16, 2020","The measures are in line with a series of preventive actions, aiming to curtail an outbreak of the novel coronavirus.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Coronavirus-Morocco-to-Disinfect-Public-Spaces-Transport-681x409.jpg,https://www.moroccoworldnews.com/2020/03/296364/coronavirus-morocco-to-disinfect-public-spaces-transport/
"COVID-19: Moroccan Embassies Help Expatriates in Peru, Bolivia, Japan",Yahia Hatim,"Mar 16, 2020","Amid growing concerns about the COVID-19 pandemic, the safety of Moroccans residing abroad proves to also be a priority for Moroccan authorities.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Moroccan-Embassies-Help-Expatriates-in-Peru-Bolivia-Japan-681x388.jpeg,https://www.moroccoworldnews.com/2020/03/296365/covid-19-moroccan-embassies-help-expatriates-in-peru-bolivia-japan/
Morocco to Crack Down on Speculation After Excessive Buying,Morocco World News,"Mar 16, 2020",The government is warning buyers not to overbuy on the speculation they will be able to sell products at a higher price later.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/empty-markets.jpg,https://www.moroccoworldnews.com/2020/03/296358/morocco-to-crack-down-on-speculation-after-excessive-buying/
COVID-19: Moroccan Embassy in Paris Doubles Efforts for Community,Yahia Hatim,"Mar 16, 2020","France is one of Europe’s most severely-hit countries by COVID-19, with more than 5,400 confirmed cases.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Moroccan-Embassy-in-Paris-Doubles-Efforts-for-Community-681x341.jpg,https://www.moroccoworldnews.com/2020/03/296357/covid-19-moroccan-embassy-in-paris-doubles-efforts-for-community/
Morocco Closes Mosques Amid Mounting Fears of Coronavirus,Safaa Kasraoui,"Mar 16, 2020","The decision affects all prayer times, not just Friday prayers.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Morocco-has-decided-to-close-all-mosques-amid-fear-of-Coronavirus-681x389.jpg,https://www.moroccoworldnews.com/2020/03/296352/morocco-closes-mosques-amid-mounting-fears-of-coronavirus/
ANSR Encourages Moroccans to Postpone Driving License Tests,Morocco World News,"Mar 16, 2020",Driving license candidates should consider rescheduling their examinations for June 2020.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-driving-licence-681x415.jpg,https://www.moroccoworldnews.com/2020/03/296346/ansr-encourages-moroccans-to-postpone-driving-license-tests/
COVID-19: Moroccan Ministry of Health Launches ‘141’ Emergency Hotline,Yahia Hatim,"Mar 16, 2020","The hotline, available at telephone number 141, is dedicated to medical emergencies linked to COVID-19.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Moroccan-Ministry-of-Health-Launches-‘141’-Emergency-Hotline-681x317.jpg,https://www.moroccoworldnews.com/2020/03/296345/covid-19-moroccan-ministry-of-health-launches-141-emergency-hotline/
"Remote Learning Program Begins on Television, Internet",Yahia Hatim,"Mar 16, 2020","Following the suspension of schools and universities, the Moroccan government is encouraging students to continue learning at home.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Remote-Learning-Program-Begins-on-Television-Internet-681x423.jpg,https://www.moroccoworldnews.com/2020/03/296336/remote-learning-program-begins-on-television-internet/
2.0 Degree Earthquake Hits Near Nador in North Morocco,Taha Mebtoul,"Mar 16, 2020","The trembling was 11 kilometers deep, at 35,160 degrees North latitude and 3,520 degrees West, ING declared",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Seismograph-681x368.jpg,https://www.moroccoworldnews.com/2020/03/296332/2-0-degree-earthquake-hits-near-nador-in-north-morocco/
"COVID-19: Morocco to Close Restaurants, Hammams, Cafes Starting Monday",Safaa Kasraoui,"Mar 16, 2020","The measure does not include markets, shops, or stores selling essential products, the ministry explained.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-Morocco-to-Close-Restaurants-Cafes-Monday-Evening-681x382.png,https://www.moroccoworldnews.com/2020/03/296335/covid-19-morocco-to-close-restaurants-cafes-monday-evening/
Education Institutions in Morocco Open to Staff Only for Remote Classes,Safaa Kasraoui,"Mar 16, 2020",The decision comes after Morocco’s announcement it would suspend all classes to limit the spread of the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Education-Institutions-in-Morocco-Open-to-Staff-Only-for-Remote-Classes-681x347.jpg,https://www.moroccoworldnews.com/2020/03/296329/education-institutions-in-morocco-open-to-staff-only-for-remote-classes/
"Transavia to Fly French Back to Paris, Thousands Still in Morocco",Yahia Hatim,"Mar 16, 2020","Following Morocco’s closure of its air borders, thousands of European tourists remained stranded across the country, many congregating in airports.",https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Transavia-to-Fly-French-Back-to-Paris-Thousands-Still-in-Morocco-681x454.jpg,https://www.moroccoworldnews.com/2020/03/296321/transavia-to-fly-french-back-to-paris-thousands-still-in-morocco/
Morocco Confirms 29th Case of Coronavirus,Safaa Kasraoui,"Mar 16, 2020",Approximately 135 people with suspected cases in Morocco have tested negative for the novel coronavirus.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/COVID-19-test-kit-coronavirus-681x453.jpg,https://www.moroccoworldnews.com/2020/03/296320/morocco-confirms-29th-case-of-coronavirus/
King Mohammed VI Orders Creation of $1 Billion Fund to Face...,Morocco World News,"Mar 15, 2020",The fund will be allocated to upgrade medical infrastructure and to support the national economy.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/King-Mohammed-VI-Orders-Creation-of-1-Billion-Fund-to-Face-COVID-19.jpg,https://www.moroccoworldnews.com/2020/03/296311/king-mohammed-vi-orders-govt-to-create-over-1-billion-to-address-coronavirus/
Moroccan Government Undergoes Coronavirus Testing,Hamza Guessous,"Mar 15, 2020",The medical tests of the government members and secretaries all came back negative.,https://www.moroccoworldnews.com/wp-content/uploads/2020/03/Moroccan-Government-Undergoes-Coronavirus-Testing-681x454.jpeg,https://www.moroccoworldnews.com/2020/03/296306/moroccan-government-undergoes-coronavirus-testing/
"COVID-19: Morocco Cancels Fez Sacred Music Festival, Agadir Timitar Event",Morocco World News,"Mar 15, 2020",Morocco is canceling flagship events as the threat of COVID-19 continues to evolve.,https://www.moroccoworldnews.com/wp-content/uploads/2015/05/Fez-Sacred-Music-Festival.jpg,https://www.moroccoworldnews.com/2020/03/296296/covid-19-morocco-cancels-fez-sacred-music-festival-agadir-timitar-event/
